label,review_text,clean_text,sentiment
1,"Great Idea, but....: I was an early adopter of version 1; version 2 has just been released. While this software does what it purports to do, the issue is with Quicken's installation and support practices. QMEM requires the use of .NET framework v 1.1...NOT version 2. If you install it over .NET 2, its buggy and their techs online suggest you uninstall .NET 2. Catch - uninstalling .NET 2 will, on many Windows XP systems, make .NET 1.1 unstable.Further, it is not possible to talk with Quicken MEM support. You can post a problem, leave you phone number, and they will contact you at their (not your) convienence.What am I left with? 1) Back to doing my medical expenses by hand and 2) facing a Windows XPsp2 reinstall.",great idea but i was an early adopter of version 1 version 2 has just been released while this software does what it purports to do the issue is with quicken s installation and support practices qmem requires the use of net framework v 1 1 not version 2 if you install it over net 2 its buggy and their techs online suggest you uninstall net 2 catch uninstalling net 2 will on many windows xp systems make net 1 1 unstable further it is not possible to talk with quicken mem support you can post a problem leave you phone number and they will contact you at their not your convienence what am i left with 1 back to doing my medical expenses by hand and 2 facing a windows xpsp2 reinstall,1
1,"Maybe 2 1/2 stars.: For Cena's first movie, it was okay. Lot's of explosives but I really wouldn't recommend the movie. Some okay jokes, and the story line was kind of weak. Typical ransom, give me back my wife type of movie. I recommend that you wait till the movie comes on television, and then decide if you want to buy it or not.",maybe 2 1 2 stars for cena s first movie it was okay lot s of explosives but i really wouldn t recommend the movie some okay jokes and the story line was kind of weak typical ransom give me back my wife type of movie i recommend that you wait till the movie comes on television and then decide if you want to buy it or not,1
2,"Great gym: This is a very nice gym with lots of fun, engaging activities for baby. It plays music and has lots of textures and colors. We never found it too small, it was just right and didn't take up the whole living room. It was also easy to wash in the washing machine. Once my baby was older (7 months or so) she would pull the butterflies out of the tree because they're only attached with Velcro.",great gym this is a very nice gym with lots of fun engaging activities for baby it plays music and has lots of textures and colors we never found it too small it was just right and didn t take up the whole living room it was also easy to wash in the washing machine once my baby was older 7 months or so she would pull the butterflies out of the tree because they re only attached with velcro,2
2,"A worthwhile read: I really enjoyed this novel and whenever someone asks me to suggest a good book, I always recommend this one. Actually, the main character Trudy is kind of pathetic, she is stuck in a routine life, with a boring job and a boring man. After she is violated she decides to ""take control"" of her life and get a new job and a new outlook on life. Unfortunately, her taking control causes more trouble and she finds herself in another situation that leads to nowhere good. Even though Trudy leads a depressing life, Monroe makes it a very engaging story. I think a lot of women can identify with Trudy at one time in their lives or another. Life sometimes gets routine with waking up, going to a job you hate and coming home watching TV every day. But Trudy manages to spice things up and therefore allows the reader to do so as well.",a worthwhile read i really enjoyed this novel and whenever someone asks me to suggest a good book i always recommend this one actually the main character trudy is kind of pathetic she is stuck in a routine life with a boring job and a boring man after she is violated she decides to take control of her life and get a new job and a new outlook on life unfortunately her taking control causes more trouble and she finds herself in another situation that leads to nowhere good even though trudy leads a depressing life monroe makes it a very engaging story i think a lot of women can identify with trudy at one time in their lives or another life sometimes gets routine with waking up going to a job you hate and coming home watching tv every day but trudy manages to spice things up and therefore allows the reader to do so as well,2
2,"Great Coffee Maker!: I have had this Kurig long enough to realize just how good it is!! No only does it make great coffee everytime, it actually is a cost savings on the energy bill! Very pricey but I recommend this product!!",great coffee maker i have had this kurig long enough to realize just how good it is no only does it make great coffee everytime it actually is a cost savings on the energy bill very pricey but i recommend this product,2
1,Poopy: The next installment was really bad. I really didn't like the actors or the plot. It got really boring at the part where Alice was driving in circles.,poopy the next installment was really bad i really didn t like the actors or the plot it got really boring at the part where alice was driving in circles,1
2,"Good album: I like this album a lot. There's a lot of power and swirling guitars, and the melodies just knock you flat. Enigk's soaring tenor is at its most tremendous here. Every Shining Time you Arrive is a classic, and #9, the title of which contains a dirty word, has one of the most beautiful and jarring transitions I've heard in years. Great CD.On another note, I think it's funny that a previous reviewer, Heidikakis from NY, lifted almost all of her(his?) review from pitchforkmedia.com...Why would someone do that? I'm sure that the folk at pitchforkmedia.com aren't pleased.",good album i like this album a lot there s a lot of power and swirling guitars and the melodies just knock you flat enigk s soaring tenor is at its most tremendous here every shining time you arrive is a classic and 9 the title of which contains a dirty word has one of the most beautiful and jarring transitions i ve heard in years great cd on another note i think it s funny that a previous reviewer heidikakis from ny lifted almost all of her his review from pitchforkmedia com why would someone do that i m sure that the folk at pitchforkmedia com aren t pleased,2
1,"Cook Must Be Kidding: This is an unbelievably bad book. The story, including the identity of the villain, is obvious within the first chapters. The characters, dialogue and situations are so unbelivable as to be ridiculous. If the protagonists in this story graduated from medical school, I might consider sending my hamster, because they seem to have about an equal intelligence level. David and Angela should have figured this whole mess out even before I did, but they were too busy listening to their daughter's improbable dialogue, answering her with trite, cutesy nonsense, and putting her into situations that should have made them lose their parenting privileges. Cook should leave polemics about HMOs to the analysts and concentrate on basic writing techniques - plot, character development and dialogue.",cook must be kidding this is an unbelievably bad book the story including the identity of the villain is obvious within the first chapters the characters dialogue and situations are so unbelivable as to be ridiculous if the protagonists in this story graduated from medical school i might consider sending my hamster because they seem to have about an equal intelligence level david and angela should have figured this whole mess out even before i did but they were too busy listening to their daughter s improbable dialogue answering her with trite cutesy nonsense and putting her into situations that should have made them lose their parenting privileges cook should leave polemics about hmos to the analysts and concentrate on basic writing techniques plot character development and dialogue,1
1,"** 1/2 , The well just started to run dry.: ""Talk"" #33 (1994).13 th studio album, brought back Anderson, Rabin, Squire, Kaye and White. This album gave us the polished single ""The Calling"" #3 MSR, and ""Walls"", #24 MSR, ""State Of Play"", sounded good too. Last album with Trevor Rabin, Wakeman and Howe rejoined the band in 1996.",1 2 the well just started to run dry talk 33 1994 13 th studio album brought back anderson rabin squire kaye and white this album gave us the polished single the calling 3 msr and walls 24 msr state of play sounded good too last album with trevor rabin wakeman and howe rejoined the band in 1996,1
2,"Absolutely enchanting: Recommend to all who loves history & romance - not too much of history, not too much of romance, but really an emotional page-turner! I was totally obsessed with it and bought all other books of this series. My biggest surprise was to see the film with the same title - nothing to do with the book and everything totally rotten, cause and reason interchanged etc.",absolutely enchanting recommend to all who loves history romance not too much of history not too much of romance but really an emotional page turner i was totally obsessed with it and bought all other books of this series my biggest surprise was to see the film with the same title nothing to do with the book and everything totally rotten cause and reason interchanged etc,2
2,"Favorite Teletubby Video: I am almost embarassed to admit it, but my daughter has 5 teletubbies videos. Of all of them, we both agree that this is the best one (and the only one her dad will actually sit through with her). All of the ""real"" video sections keep her entertained, especially the opening song, ""Wake Up Sleepyhead,"" which is quite infectious. Not necessarily a ""bedtime"" video, but entertaining nonetheless.",favorite teletubby video i am almost embarassed to admit it but my daughter has 5 teletubbies videos of all of them we both agree that this is the best one and the only one her dad will actually sit through with her all of the real video sections keep her entertained especially the opening song wake up sleepyhead which is quite infectious not necessarily a bedtime video but entertaining nonetheless,2
2,"No Complaints: Perfect book. Everything I look up is in here and then some. I have absolutely no complaints. This book has helped me tremendously in my studying.All the nearly 2000 kanji are arranged by radical and then by number of strokes in the radical. There is a stroke index and on and kun reading index in the back. As well as a stroke index for the radicals. However, you will need to learn kana, because there is no romaji, but kana are very easy to learn and you can find a chart anywhere and learn them in 2-3 weeks easily.Beginning through advanced readers will find this astronomically helpful, especially those with a focus on becoming literate.",no complaints perfect book everything i look up is in here and then some i have absolutely no complaints this book has helped me tremendously in my studying all the nearly 2000 kanji are arranged by radical and then by number of strokes in the radical there is a stroke index and on and kun reading index in the back as well as a stroke index for the radicals however you will need to learn kana because there is no romaji but kana are very easy to learn and you can find a chart anywhere and learn them in 2 3 weeks easily beginning through advanced readers will find this astronomically helpful especially those with a focus on becoming literate,2
2,Soccer Training: Excellent Soccer DVDs: Four dynamic soccer programs that are almost a guaranteefor individual and team improvement! Put together very well!The goalie DVD really rocks!Soccer Coaching:Schupak's Soccer 6 Pack DVD SetFor just a few dollars you get 2 more soccer DVDs by Marty Schupak in this popular set.,soccer training excellent soccer dvds four dynamic soccer programs that are almost a guaranteefor individual and team improvement put together very well the goalie dvd really rocks soccer coaching schupak s soccer 6 pack dvd setfor just a few dollars you get 2 more soccer dvds by marty schupak in this popular set,2
2,"Engaging: Helen Mirren has to be one of the greatest actresses I've ever seen. A compelling, riveting story which completely engages you, this is the first segment of a multi-part series made over many years. The series follows the heroine of the story, the first female police inspector to run a homicide unit, on the one hand contending with an overtly hostile ""old boys club"" , an idiot self centered live-in boyfriend, an unsupportive boss and a baby faced, likable serial killer.........and to add to her troubles she's got a tiny little drinking problem on the scale of ""Godzilla has foot odor"", all done in an understated, stiff upper lip, wry British humor style. A must have for any video collection. Highly recommended.",engaging helen mirren has to be one of the greatest actresses i ve ever seen a compelling riveting story which completely engages you this is the first segment of a multi part series made over many years the series follows the heroine of the story the first female police inspector to run a homicide unit on the one hand contending with an overtly hostile old boys club an idiot self centered live in boyfriend an unsupportive boss and a baby faced likable serial killer and to add to her troubles she s got a tiny little drinking problem on the scale of godzilla has foot odor all done in an understated stiff upper lip wry british humor style a must have for any video collection highly recommended,2
2,"So close: I got a black ipod nano for Christmas and while I already love the thing to death, I am extremely irrate at the fact that one (front)corner looks like I took sandpaper to it. It's only been in my coat pocket with nothing but earbud headphones. I wish I'd known about the scratch issue otherwise I wouldn't have taken it out of the box until I got a screen protector.I don't care how careful you are, BUY A COVER FOR IT!",so close i got a black ipod nano for christmas and while i already love the thing to death i am extremely irrate at the fact that one front corner looks like i took sandpaper to it it s only been in my coat pocket with nothing but earbud headphones i wish i d known about the scratch issue otherwise i wouldn t have taken it out of the box until i got a screen protector i don t care how careful you are buy a cover for it,2
2,"Do not ruin the end for everyone!: With all do respect to Mr. Derek Jacob's review, PLEASE, next time.... DO NOT REVEAL THE END OF THE MOVIE, what kind of a reviewer are you? thanks for ruining the whole movie experience by letting everyone know that the main character gets stabbed at the end, really, TWO THUMBS UP!!!!",do not ruin the end for everyone with all do respect to mr derek jacob s review please next time do not reveal the end of the movie what kind of a reviewer are you thanks for ruining the whole movie experience by letting everyone know that the main character gets stabbed at the end really two thumbs up,2
2,Interesting and informative: This is a great dvd for the Def Leppard fan. I loved the details about the making of Hysteria. You really get a feel for the attention to detail that went into its creation. I enjoyed it. Well worth it.,interesting and informative this is a great dvd for the def leppard fan i loved the details about the making of hysteria you really get a feel for the attention to detail that went into its creation i enjoyed it well worth it,2
1,"Stay Far Away From This One: Only the Clay-maniacs will like this one. It is simply horrible. I give it two stars, being generous, because I like Clay and I think he can sing. The material is bad. Did they MAKE him sing these poorly written songs? If you bought the single 'Bridge Over Troubled Water' then you bought the best of Clay, this I am sorry, is not.",stay far away from this one only the clay maniacs will like this one it is simply horrible i give it two stars being generous because i like clay and i think he can sing the material is bad did they make him sing these poorly written songs if you bought the single bridge over troubled water then you bought the best of clay this i am sorry is not,1
1,"Probably the worst film I've ever seen: Not quite sure why I watched this all the way through - really wish I hadn't. Full of cliches and incredibly predictable. The chemistry between the two leads was good, but the rest was pure crap. Sorry, those who worked on this film. Just my opinion.",probably the worst film i ve ever seen not quite sure why i watched this all the way through really wish i hadn t full of cliches and incredibly predictable the chemistry between the two leads was good but the rest was pure crap sorry those who worked on this film just my opinion,1
1,"boring. boring. and....yes boring.: I don't know what type of movies these people watch but this movie was NOT scary, it had NO suspense, and was just plain boring. I even had low expectations going into this. A horror movie about monsters in a cave. Geez, there's an original idea. Anyways, maybe it's because it was all about women only that women reviewers are giving it such high remarks. I don't know. Maybe the ten minutes of actual action at the end made people forget about the 90 minutes of BORE you had to sit through until that point. This movie was stupid and boring. Maybe I was not as impressed because I watched this movie the same day I watched SAW IV. Now THAT movie is scary, and NOT boring.",boring boring and yes boring i don t know what type of movies these people watch but this movie was not scary it had no suspense and was just plain boring i even had low expectations going into this a horror movie about monsters in a cave geez there s an original idea anyways maybe it s because it was all about women only that women reviewers are giving it such high remarks i don t know maybe the ten minutes of actual action at the end made people forget about the 90 minutes of bore you had to sit through until that point this movie was stupid and boring maybe i was not as impressed because i watched this movie the same day i watched saw iv now that movie is scary and not boring,1
2,Totally classic: This movie is excellent for all ages. I love the classic tale of hero's and magical places existing in the imagination! I also like it because of the setting.,totally classic this movie is excellent for all ages i love the classic tale of hero s and magical places existing in the imagination i also like it because of the setting,2
2,"One of the Best and rightfully so: This was a great movie! Russell Crowe made Maximus totally believable and this film gives you an insight into Roman history. Except for a couple of things, it is true to the historical happenings. It brings the animalistic side of humanity to the forefront while balancing it with the spiritual side of the main character. Well written, well acted, and not a trace of sex or 4 letter words, even the battle scenes are done as tastefully as possible. I was on the edge of my seat during the battle scenes, cringing at the actions of Commodus and cheering for Maximus when he proves what it is to really be a man.",one of the best and rightfully so this was a great movie russell crowe made maximus totally believable and this film gives you an insight into roman history except for a couple of things it is true to the historical happenings it brings the animalistic side of humanity to the forefront while balancing it with the spiritual side of the main character well written well acted and not a trace of sex or 4 letter words even the battle scenes are done as tastefully as possible i was on the edge of my seat during the battle scenes cringing at the actions of commodus and cheering for maximus when he proves what it is to really be a man,2
2,"Lew Archer in his prime: In some ways The Doomsters is a typical Lew Archer thriller: it involves a missing suspected murderer, family strife, and mysterious deaths in the distant past. This time, Archer falls in love and self-interest actually hinders him from being the moral center of the novel. What keeps the pace of the novel flowing is the theme of a man condemned by society and Archer's efforts to prove his innocence. There is also plenty of bloodshed, betrayals, and enough plot twists to keep the conclusion a surprise. In spite of the tragic turn the story takes there is the redemption for Archer who makes up for his own dreadful mistake in the past. It explains a great deal about Archer, his motivation and his maturity which grows in later Ross Macdonald novels.",lew archer in his prime in some ways the doomsters is a typical lew archer thriller it involves a missing suspected murderer family strife and mysterious deaths in the distant past this time archer falls in love and self interest actually hinders him from being the moral center of the novel what keeps the pace of the novel flowing is the theme of a man condemned by society and archer s efforts to prove his innocence there is also plenty of bloodshed betrayals and enough plot twists to keep the conclusion a surprise in spite of the tragic turn the story takes there is the redemption for archer who makes up for his own dreadful mistake in the past it explains a great deal about archer his motivation and his maturity which grows in later ross macdonald novels,2
1,Spices full of bugs: I got the spices and they were old stale and full of bugs(pantry beetles). I had to throw the entire batch in the trash. I didn't bother to send it back pantry beetles are very hard to get out of the house and can easily invade your other spices. I am just glad I found them quickly and got rid of this stuff.,spices full of bugs i got the spices and they were old stale and full of bugs pantry beetles i had to throw the entire batch in the trash i didn t bother to send it back pantry beetles are very hard to get out of the house and can easily invade your other spices i am just glad i found them quickly and got rid of this stuff,1
2,"A book that grows with the heart!: Love That Dog by Sharron Creech is one that can touch the heart at any age. I have read this book at least 5 times. The first reading of Love That Dog brought a smile to my face, and the next tears to my eyes. What seems to be the story of a boy and his dog can be interpreted into so much more. I would highly recomend Love That Dog to readers of all ages. Its a book that can heal the heart and bring tears tears to the eyes.-Passion Writer 123",a book that grows with the heart love that dog by sharron creech is one that can touch the heart at any age i have read this book at least 5 times the first reading of love that dog brought a smile to my face and the next tears to my eyes what seems to be the story of a boy and his dog can be interpreted into so much more i would highly recomend love that dog to readers of all ages its a book that can heal the heart and bring tears tears to the eyes passion writer 123,2
2,"One of the best comedy albums in the last 10 years.: Criag Shoemaker has the abilty to use his voice unlike any other comdeian around. No matter what he says, or who he is at the time he says it (aka ""The Lovemaster"" or Barney Fife"" you can be sure he will make you laugh.",one of the best comedy albums in the last 10 years criag shoemaker has the abilty to use his voice unlike any other comdeian around no matter what he says or who he is at the time he says it aka the lovemaster or barney fife you can be sure he will make you laugh,2
2,"Color Heroes: A very extensive review of all that goes into good quality illustrations and comic books. There is minimal text, and MANY illustrative examples. This book covers everything you need, from tools to terms, in order to design a classic comic panel. I recommend for all cartoonists and illustrators.",color heroes a very extensive review of all that goes into good quality illustrations and comic books there is minimal text and many illustrative examples this book covers everything you need from tools to terms in order to design a classic comic panel i recommend for all cartoonists and illustrators,2
1,"Too small and flimsy: This product is, in my opinion, not worth the money. It is too small to properly fit the cart that I have (which Amazon advertised as an option for my cart), doesn't attach well to the cart, and it is made of rather flimsy material. It cost me $14.63 after shipping, and it is not worth it.",too small and flimsy this product is in my opinion not worth the money it is too small to properly fit the cart that i have which amazon advertised as an option for my cart doesn t attach well to the cart and it is made of rather flimsy material it cost me 14 63 after shipping and it is not worth it,1
2,"Great exercise headphones but not perfect: I have had these headphones for over a year and use them mainly for jogging/running, usually 4x/week and at least 15-20 miles per week. I like the fact that they are water resistant. The sound quality was good for the price but not great (but who needs great while exercising anyway). Comfort is great and these are one of the few in-ear headphones that haven't given me headaches after hours of use.The only reason I don't rate them 5 stars is the weather finally caught up to them. After running multiples times in rain, humid weather, etc. one side has finally gone bad (left). I can still use them but the sound from the left side is very faint.I will purchase the same type again but am looking for slightly better sound quality. But who knows, over one year of getting rained and sweated on isn't a bad track record for a pair of $20 headphones.",great exercise headphones but not perfect i have had these headphones for over a year and use them mainly for jogging running usually 4x week and at least 15 20 miles per week i like the fact that they are water resistant the sound quality was good for the price but not great but who needs great while exercising anyway comfort is great and these are one of the few in ear headphones that haven t given me headaches after hours of use the only reason i don t rate them 5 stars is the weather finally caught up to them after running multiples times in rain humid weather etc one side has finally gone bad left i can still use them but the sound from the left side is very faint i will purchase the same type again but am looking for slightly better sound quality but who knows over one year of getting rained and sweated on isn t a bad track record for a pair of 20 headphones,2
2,Dana's Manual of Mineralogy Review: Dana's Manual of Mineralogy is one of the most important manuals ever written on mineralogy. It has been re-edit by Cornelius Klein after the death of the author.,dana s manual of mineralogy review dana s manual of mineralogy is one of the most important manuals ever written on mineralogy it has been re edit by cornelius klein after the death of the author,2
2,"Share the Memories!: For parents and non-parents alike, ""Memories, Lessons & Advice: A Guide to Parenting Issues"" is a thoroughly enjoyable read.Author Ron Snyder celebrates fatherhood by offering an honest, down-to-earth account of his child rearing experience as well as memories from his own childhood. Although it is called a ""guide,"" it is presented as a narrative with each chapter tackling a real life parenting challenge.Snyder's anecdotes are told with a wisdom and level headedness most often found at the knee of a grandparent. Written with honesty, sensitivity, and warmth, ""Memories, Lessons & Advice"" is both touching and informative.",share the memories for parents and non parents alike memories lessons advice a guide to parenting issues is a thoroughly enjoyable read author ron snyder celebrates fatherhood by offering an honest down to earth account of his child rearing experience as well as memories from his own childhood although it is called a guide it is presented as a narrative with each chapter tackling a real life parenting challenge snyder s anecdotes are told with a wisdom and level headedness most often found at the knee of a grandparent written with honesty sensitivity and warmth memories lessons advice is both touching and informative,2
2,"I remember watching this movie when I was little: I enjoyed this book, it opened my eyes on how hard the Times were back then. Francis was a strong person.",i remember watching this movie when i was little i enjoyed this book it opened my eyes on how hard the times were back then francis was a strong person,2
2,NOTE! not all of the set is Blu-ray: Please note that 2 of the disks (the extra features - not the main movies) in this set are actually DVDs rather than Blu-ray disks. All are region-free however,note not all of the set is blu ray please note that 2 of the disks the extra features not the main movies in this set are actually dvds rather than blu ray disks all are region free however,2
1,"this is not how my life is....: i *love* macy gray's voice! she has a wonderfully funky sense of style & seems to be an amazing preformer, all of these are reasons why i was incredibly disappointed listening to my roomate's copy of her album... the music was catchy & complemented her voice, but the lyrics made me cringe. i'd expected some sentimentality from the tone of her hit ""i try"", but the overall lack of positive messages saddened me. it's too bad when someone comes so close to being another source of beauty to draw upon, but then stumbles just short of your ideal. if you're not terribly attentive to the words, or simply don't hope for as much inspiration as i tend to, you could quite possibly enjoy this album. i'm hoping her next go round sparkles inside & out.",this is not how my life is i love macy gray s voice she has a wonderfully funky sense of style seems to be an amazing preformer all of these are reasons why i was incredibly disappointed listening to my roomate s copy of her album the music was catchy complemented her voice but the lyrics made me cringe i d expected some sentimentality from the tone of her hit i try but the overall lack of positive messages saddened me it s too bad when someone comes so close to being another source of beauty to draw upon but then stumbles just short of your ideal if you re not terribly attentive to the words or simply don t hope for as much inspiration as i tend to you could quite possibly enjoy this album i m hoping her next go round sparkles inside out,1
2,"Telemann: Sinfonia spirituosa; String Concertos: Telemann: Sinfonia spirituosa; String Concertos is a recording under the direction Reinhard Geoebel leading the Musica Antiqua Köln on this Deutsche Grammophon GmbH recording from 2002. It contains a well-written essay entitled ""Georg Phillip Tellemann: A Musician Abreast Of The Times"" written by Richard Goebel and translated into English by Richard Evidon. The performance by Musica Antiqua Köln is nothing short of splendid and I thorougly enjoy this recording. Highly recommended. 5/5.",telemann sinfonia spirituosa string concertos telemann sinfonia spirituosa string concertos is a recording under the direction reinhard geoebel leading the musica antiqua k ln on this deutsche grammophon gmbh recording from 2002 it contains a well written essay entitled georg phillip tellemann a musician abreast of the times written by richard goebel and translated into english by richard evidon the performance by musica antiqua k ln is nothing short of splendid and i thorougly enjoy this recording highly recommended 5 5,2
1,"If you desire easy control for your game, this is Not it.: Graphics are okay. This is a pretty clean version from the computer version. However, getting around the game is not easy. This is not for beginners or people who like to be precise. The aim will move around everywhere and it feels like you can't get the screen to sit still for a second so you can blast an alien.",if you desire easy control for your game this is not it graphics are okay this is a pretty clean version from the computer version however getting around the game is not easy this is not for beginners or people who like to be precise the aim will move around everywhere and it feels like you can t get the screen to sit still for a second so you can blast an alien,1
1,"Of Mice and Men: Three crucial pages were torn from the book: The ""Introduction by Susan Shillinglaw""(Director of the Steinbeck Research Center); ""Suggestions for Further Reading""; and ""A Note on the Text."" Since I was reading the book for a class discussion, these items would have aided me greatly during the discussion period.",of mice and men three crucial pages were torn from the book the introduction by susan shillinglaw director of the steinbeck research center suggestions for further reading and a note on the text since i was reading the book for a class discussion these items would have aided me greatly during the discussion period,1
1,"HOW MANY HITS DO YOU THEY THINK THEY HAVE?: THINK..... ROCK AND ROLL ALL NITE HAS NOW MADE IT ON TO 10 DIFFERENT ALBUMS. IS IT REALLY THAT GOOD OF A SONG? THE BAND MUST HAVE A CONTRACT TO FILL, BECAUSE THIS NOW GIVES THEM A TOTAL OF 10 GREATEST HITS/LIVE ALBUMS. TWO WORDS; NEW MATERIAL.TWO MORE WORDS; ACE FREHLEY. AT LEAST GENE AND PAUL WERE SMART ENOUGH TO PUT PETER AND ACE ON THE COVER, OR IS THAT ERIC SINGER AND TOMMY THAYER?. SAVE YOUR MONEY AND FIND A REAL GREATEST HITS, SUCH AS; KILLERS,DOUBLE PLATINUM,SMASHES THARASHES & HITS, UNPLUGGED, GREATEST KISS, KISS ALIVE I-IV, OR THAT SILLY BOX SET. GET THE IDEA!!!!!!!!!!",how many hits do you they think they have think rock and roll all nite has now made it on to 10 different albums is it really that good of a song the band must have a contract to fill because this now gives them a total of 10 greatest hits live albums two words new material two more words ace frehley at least gene and paul were smart enough to put peter and ace on the cover or is that eric singer and tommy thayer save your money and find a real greatest hits such as killers double platinum smashes tharashes hits unplugged greatest kiss kiss alive i iv or that silly box set get the idea,1
2,"Beautiful little Bible -- anglicised no problem for me: I am very picky about the typography in my Bibles--and for its small size this beautiful little Bible is very easy to read. I have the Burgundy Leather Bound edition which is beautifully bound and finished. This is the aforementioned ""anglicised"" version--I do want to counter the review above by saying that I don't find the differences troublesome at all. There are very few discrepancies between this and my ""regular"" NRSV...",beautiful little bible anglicised no problem for me i am very picky about the typography in my bibles and for its small size this beautiful little bible is very easy to read i have the burgundy leather bound edition which is beautifully bound and finished this is the aforementioned anglicised version i do want to counter the review above by saying that i don t find the differences troublesome at all there are very few discrepancies between this and my regular nrsv,2
2,"I was hoping for a little more: While I can't claim to have seen this movie more than a couple of times, I did look forward to all the extra features of this dvd. I was a little disappointed in the outtakes and deleted scenes, etc, in that they were quite brief given the enormous amount of material that must have been filmed and not used. I do highly recommend the real dirty dancing scene with ""Johhny and Baby""-its the most erotic thing I have ever seen in clothes. I did enjoy the commentary and trivia as well. Recommended.",i was hoping for a little more while i can t claim to have seen this movie more than a couple of times i did look forward to all the extra features of this dvd i was a little disappointed in the outtakes and deleted scenes etc in that they were quite brief given the enormous amount of material that must have been filmed and not used i do highly recommend the real dirty dancing scene with johhny and baby its the most erotic thing i have ever seen in clothes i did enjoy the commentary and trivia as well recommended,2
2,unique and wonderful as always: David Bowie always puts out high quality music that is both unique and beautiful to listen to. This album is no exception. It is different from his last two but great none the less. It just shows he can change but always remains David Bowie. A must for any Bowie fan.,unique and wonderful as always david bowie always puts out high quality music that is both unique and beautiful to listen to this album is no exception it is different from his last two but great none the less it just shows he can change but always remains david bowie a must for any bowie fan,2
1,Replacement Battery: This extended life replacement battery does not last as long as the old battery it replaced.,replacement battery this extended life replacement battery does not last as long as the old battery it replaced,1
1,Misguided author: The author is attempting to justify her own choices by putting down working mothers. Do yourself a favor and don't order this book!!,misguided author the author is attempting to justify her own choices by putting down working mothers do yourself a favor and don t order this book,1
2,"Awesome!: Tony Babino is amazing. Years ago he sang at my wedding, and I was hooked. Not only is he an amazing singer, but he is a very nice guy. I don't really know how to express how much I enjoy listening to him sing, but I can tell you that once you hear him, you too will be hooked. Buy his music, see him live, either way, you will love it!",awesome tony babino is amazing years ago he sang at my wedding and i was hooked not only is he an amazing singer but he is a very nice guy i don t really know how to express how much i enjoy listening to him sing but i can tell you that once you hear him you too will be hooked buy his music see him live either way you will love it,2
2,HP: Wish I'd caught on earlier. Everyone told me that the Harry Potter series was good. I my expectations were definitely exceeded.,hp wish i d caught on earlier everyone told me that the harry potter series was good i my expectations were definitely exceeded,2
1,"Too much time spent on this story.: Very impressed with the writing and descriptive ability of young Mr. Paolini, however it took me forever to get through this story. I felt like I was as old as Brom yet happy when I finally finished. It seemed the author was trying to prove something to get this to 500 pages. He didn't need to. The same story with the same flavor could have been told on less paper.",too much time spent on this story very impressed with the writing and descriptive ability of young mr paolini however it took me forever to get through this story i felt like i was as old as brom yet happy when i finally finished it seemed the author was trying to prove something to get this to 500 pages he didn t need to the same story with the same flavor could have been told on less paper,1
2,Excellent buy: Excellent quality tool. I am a 35 year professional mechanic and hate paying high prices for anything that I don't need to. These drive bits are as good as anything on the market but at a down to earth price. I have seen lots of garbage tools in my time and was a little hesitant to buy these tools. I was very pleasantly surprised at the good quality of this purchase.,excellent buy excellent quality tool i am a 35 year professional mechanic and hate paying high prices for anything that i don t need to these drive bits are as good as anything on the market but at a down to earth price i have seen lots of garbage tools in my time and was a little hesitant to buy these tools i was very pleasantly surprised at the good quality of this purchase,2
1,"It is not worth the time spent reading it.: This book is repetitious and after several episodes, boring. Tom Brokaw should stick to reading the news on NBC. If you want a good book on this subject, read,""Citizen Soldiers."" You will not regret it.",it is not worth the time spent reading it this book is repetitious and after several episodes boring tom brokaw should stick to reading the news on nbc if you want a good book on this subject read citizen soldiers you will not regret it,1
1,"A terribly disappointed music fan. Don't buy from this DJ.: I purchased this CD thinking it would be a one-of-a-kind CD but I was terribly dissapointed. I won't even go into detail about the selection of tracks used by this DJ who is extremely boring. He calls this party music, ha ha ha. Also, I accidentally ended up at the Fire Island 2 for LBGP & this DJ happenned to be playing on a Saturday night. Let me tell you, the tracks he used literally skipped as he was trying to mix them. This DJ doesn't have any new material to mix. Masterbeat must not care about achieving good quality music.",a terribly disappointed music fan don t buy from this dj i purchased this cd thinking it would be a one of a kind cd but i was terribly dissapointed i won t even go into detail about the selection of tracks used by this dj who is extremely boring he calls this party music ha ha ha also i accidentally ended up at the fire island 2 for lbgp this dj happenned to be playing on a saturday night let me tell you the tracks he used literally skipped as he was trying to mix them this dj doesn t have any new material to mix masterbeat must not care about achieving good quality music,1
2,"this CD rocks!: This album is wonderful.I must tell you the first time I listened to it, I loved every single song on the disc.The lyrics are catchey and the beats are incredible!Buy this CD and you will NOT be wasting your money!",this cd rocks this album is wonderful i must tell you the first time i listened to it i loved every single song on the disc the lyrics are catchey and the beats are incredible buy this cd and you will not be wasting your money,2
1,"BEYOND OFFENSIVE!: If you love, care, like, or even have the smallest amount of respect for yourself or another person don't expose them to this garbage! I did not expect a movie with taste, and I enjoy B-movies, tacky gross outs, and off color humor. BUT THIS MOVIE GOES WAY OVERBOARD! The filmakers trying so hard to be shocking they forget to give this flick anything that a decent human being could find enjoyable.",beyond offensive if you love care like or even have the smallest amount of respect for yourself or another person don t expose them to this garbage i did not expect a movie with taste and i enjoy b movies tacky gross outs and off color humor but this movie goes way overboard the filmakers trying so hard to be shocking they forget to give this flick anything that a decent human being could find enjoyable,1
